DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - São Paulo;;;;;;;
Casos Prováveis por Município infecção e Raça;;;;;;;
Período:2015;;;;;;;
Município infecção;Ign/Branco;Branca;Preta;Amarela;Parda;Indigena;Total
352550 Joanópolis;-;4;-;-;-;-;4
352560 João Ramalho;-;27;-;-;11;-;38
352570 José Bonifácio;43;536;2;2;14;-;597
352580 Júlio Mesquita;104;138;5;4;48;-;299
352585 Jumirim;-;1;-;-;2;-;3
352590 Jundiaí;3590;166;10;-;26;-;3792
352600 Junqueirópolis;4;418;-;13;154;-;589
352610 Juquiá;2;32;5;1;10;2;52
352620 Juquitiba;5;11;-;-;3;-;19
352640 Laranjal Paulista;-;102;12;4;30;-;148
352650 Lavínia;3;94;3;2;45;1;148
352660 Lavrinhas;2;4;-;-;-;-;6
352670 Leme;5;154;6;-;25;-;190
352680 Lençóis Paulista;3;324;13;2;67;-;409
352690 Limeira;10874;7133;471;94;938;13;19523
352700 Lindóia;7;24;1;-;3;-;35
352710 Lins;48;1059;137;22;495;-;1761
352720 Lorena;213;1152;109;3;195;1;1673
352725 Lourdes;3;14;1;-;2;-;20
352730 Louveira;91;190;16;-;58;1;356
352740 Lucélia;5;225;4;2;44;-;280
352750 Lucianópolis;-;7;-;-;-;-;7
352760 Luís Antônio;24;72;21;-;25;-;142
352770 Luiziânia;1;26;7;-;12;-;46
352780 Lupércio;16;17;1;-;4;-;38
352790 Lutécia;5;25;3;7;13;-;53
352800 Macatuba;3;87;1;-;3;-;94
352810 Macaubal;-;39;-;-;7;-;46
352820 Macedônia;1;27;2;-;1;-;31
352830 Magda;-;36;1;-;1;-;38
352840 Mairinque;69;75;10;-;43;-;197
352850 Mairiporã;34;91;5;3;58;-;191
352860 Manduri;-;2;-;-;-;-;2
352870 Marabá Paulista;1;4;1;-;6;-;12
352880 Maracaí;27;437;5;-;48;-;517
352885 Marapoama;-;50;-;-;2;-;52
352890 Mariápolis;2;91;6;4;53;-;156
352900 Marília;6718;7923;688;184;2754;19;18286
352910 Marinópolis;2;17;4;-;-;-;23
352920 Martinópolis;-;71;2;-;17;-;90
352930 Matão;12;566;20;2;101;-;701
352940 Mauá;122;228;37;3;94;1;485
352950 Mendonça;13;268;18;1;44;-;344
352960 Meridiano;-;46;8;2;9;-;65
352965 Mesópolis;2;41;1;-;11;-;55
352970 Miguelópolis;2;7;2;-;2;-;13
352980 Mineiros do Tietê;3;19;2;-;2;-;26
353000 Mira Estrela;-;32;1;-;-;-;33
352990 Miracatu;48;281;23;6;173;-;531
353010 Mirandópolis;37;362;7;6;114;-;526
353020 Mirante do Paranapanema;10;73;2;8;11;-;104
353030 Mirassol;14;369;17;7;39;-;446
353040 Mirassolândia;6;76;7;-;9;-;98
353050 Mococa;118;2542;157;5;548;1;3371
353060 Mogi das Cruzes;22;535;47;21;147;1;773
353070 Mogi Guaçu;3056;5063;188;10;502;7;8826
353080 Mogi Mirim;33;125;6;-;14;-;178
353090 Mombuca;1;17;2;-;2;-;22
353100 Monções;6;47;1;1;2;-;57
353110 Mongaguá;115;541;39;7;231;-;933
353120 Monte Alegre do Sul;6;14;-;-;2;-;22
353130 Monte Alto;19;241;1;-;4;-;265
353140 Monte Aprazível;47;479;22;1;49;-;598
353150 Monte Azul Paulista;26;289;9;1;53;-;378
353160 Monte Castelo;2;9;-;-;1;-;12
353180 Monte Mor;188;427;39;2;178;-;834
353170 Monteiro Lobato;-;1;-;-;-;-;1
353190 Morro Agudo;6;34;4;3;26;-;73
353200 Morungaba;1;11;1;-;3;-;16
353205 Motuca;-;4;-;-;1;-;5
353210 Murutinga do Sul;-;82;3;-;11;-;96
353215 Nantes;1;4;-;-;8;-;13
353220 Narandiba;-;12;-;-;3;-;15
353230 Natividade da Serra;1;4;-;-;-;-;5
353240 Nazaré Paulista;-;4;-;-;-;-;4
353250 Neves Paulista;608;164;3;-;8;-;783
353260 Nhandeara;2;61;2;-;6;-;71
353270 Nipoã;17;86;5;-;26;-;134
353280 Nova Aliança;1;110;2;-;9;-;122
353284 Nova Canaã Paulista;4;219;14;7;40;1;285
353290 Nova Europa;-;2;-;-;1;-;3
353300 Nova Granada;9;98;5;-;14;-;126
353310 Nova Guataporanga;2;58;2;-;4;-;66
353320 Nova Independência;1;25;-;-;29;-;55
353330 Nova Luzitânia;-;6;1;-;4;-;11
353340 Nova Odessa;177;1473;40;7;119;-;1816
353325 Novais;8;25;1;-;17;-;51
353350 Novo Horizonte;2;277;3;-;11;-;293
353360 Nuporanga;15;155;1;-;7;-;178
353370 Ocauçu;2;17;-;-;8;-;27
353390 Olímpia;48;395;14;-;48;-;505
353400 Onda Verde;411;229;16;-;64;-;720
353410 Oriente;12;123;23;-;26;-;184
353420 Orindiúva;10;72;9;-;16;1;108
353430 Orlândia;42;305;24;3;61;-;435
353440 Osasco;380;337;47;7;143;3;917
353450 Oscar Bressane;-;24;-;1;5;-;30
353460 Osvaldo Cruz;9;602;37;15;179;-;842
353470 Ourinhos;1079;4214;264;31;693;2;6283
353480 Ouro Verde;4;100;3;-;28;-;135
353475 Ouroeste;11;162;8;5;60;-;246
353490 Pacaembu;21;96;4;5;41;-;167
353500 Palestina;100;131;10;-;29;-;270
353510 Palmares Paulista;14;332;17;1;56;-;420
353520 Palmeira d'Oeste;-;17;-;-;7;-;24
353530 Palmital;16;331;14;-;66;-;427
353540 Panorama;28;89;1;-;29;-;147
353550 Paraguaçu Paulista;2028;1836;78;7;421;7;4377
353560 Paraibuna;17;34;1;-;26;-;78
353570 Paraíso;2;44;1;-;10;-;57
353580 Paranapanema;7;68;1;-;-;-;76
353590 Paranapuã;1;27;1;-;7;-;36
353600 Parapuã;14;299;10;10;116;-;449
353610 Pardinho;1;10;-;-;1;-;12
353620 Pariquera-Açu;13;91;12;-;13;-;129
353625 Parisi;1;31;-;-;1;-;33
353630 Patrocínio Paulista;2;2;2;-;-;-;6
353640 Paulicéia;3;14;-;-;2;-;19
353650 Paulínia;2034;284;28;2;55;2;2405
353657 Paulistânia;-;12;2;1;2;-;17
353660 Paulo de Faria;3;84;6;-;24;-;117
353670 Pederneiras;56;541;20;1;74;1;693
353690 Pedranópolis;2;25;1;-;-;-;28
353700 Pedregulho;2;24;2;-;3;-;31
353710 Pedreira;102;182;5;-;14;-;303
353715 Pedrinhas Paulista;2;45;3;-;6;-;56
353720 Pedro de Toledo;18;77;9;6;65;-;175
353730 Penápolis;395;1782;101;17;643;2;2940
353740 Pereira Barreto;3;203;15;20;118;-;359
353750 Pereiras;-;9;-;-;1;-;10
353760 Peruíbe;291;1371;171;13;566;7;2419
353770 Piacatu;-;4;-;-;6;-;10
353780 Piedade;10;46;1;1;2;-;60
353790 Pilar do Sul;2;8;-;1;2;-;13
353800 Pindamonhangaba;281;515;25;5;126;1;953
353810 Pindorama;13;99;6;-;15;-;133
353820 Pinhalzinho;1;-;1;-;1;-;3
353830 Piquerobi;-;2;-;-;-;-;2
353850 Piquete;2;77;3;-;20;-;102
353860 Piracaia;120;143;8;5;12;-;288
353870 Piracicaba;1673;1645;144;10;318;2;3792
353880 Piraju;-;57;-;-;4;-;61
353890 Pirajuí;26;1286;44;1;161;-;1518
353900 Pirangi;193;651;20;6;67;-;937
353910 Pirapora do Bom Jesus;49;16;3;-;12;-;80
353920 Pirapozinho;43;975;72;17;467;5;1579
353930 Pirassununga;1218;2597;187;14;360;3;4379
353940 Piratininga;11;331;20;6;36;-;404
353950 Pitangueiras;6;176;9;-;40;-;231
353960 Planalto;9;207;5;-;40;-;261
353970 Platina;-;8;1;-;1;-;10
353980 Poá;18;122;10;3;33;-;186
353990 Poloni;-;29;-;-;6;-;35
354000 Pompéia;52;256;17;6;105;-;436
354010 Pongaí;5;23;-;-;2;-;30
354020 Pontal;43;119;12;-;53;-;227
354025 Pontalinda;2;50;3;1;16;-;72
354030 Pontes Gestal;3;56;-;-;5;-;64
354040 Populina;2;75;-;-;30;-;107
354050 Porangaba;1;19;1;-;-;-;21
354060 Porto Feliz;24;489;34;3;110;-;660
354070 Porto Ferreira;3785;568;23;1;79;-;4456
354075 Potim;106;654;28;1;103;-;892
354080 Potirendaba;-;130;5;-;15;-;150
354085 Pracinha;-;17;-;-;8;-;25
354090 Pradópolis;13;35;1;-;2;-;51
354100 Praia Grande;2171;1103;90;4;279;5;3652
354105 Pratânia;2;4;-;-;-;-;6
354110 Presidente Alves;2;14;-;-;4;-;20
354120 Presidente Bernardes;1;79;4;1;8;-;93
354130 Presidente Epitácio;13;141;8;-;92;1;255
354140 Presidente Prudente;83;2566;124;67;600;3;3443
354150 Presidente Venceslau;232;324;1;9;14;-;580
354160 Promissão;13;317;19;5;65;-;419
354170 Quatá;18;214;27;-;74;-;333
354180 Queiroz;1;16;1;-;38;2;58
354190 Queluz;20;140;26;6;122;-;314
354200 Quintana;1;5;-;-;-;-;6
354210 Rafard;2;157;4;-;18;-;181
354220 Rancharia;8;303;8;-;91;1;411
354230 Redenção da Serra;-;4;-;-;1;-;5
354240 Regente Feijó;2;65;1;3;23;-;94
354250 Reginópolis;1;4;-;-;1;-;6
354260 Registro;109;165;12;7;42;-;335
354270 Restinga;8;36;1;-;11;-;56
354280 Ribeira;-;1;-;-;-;-;1
354290 Ribeirão Bonito;23;188;31;3;49;-;294
354310 Ribeirão Corrente;-;17;1;-;-;-;18
354320 Ribeirão do Sul;39;18;-;-;4;-;61
354323 Ribeirão dos Índios;1;32;-;-;6;-;39
354325 Ribeirão Grande;1;1;-;-;-;-;2
354330 Ribeirão Pires;7;13;2;-;6;-;28
354340 Ribeirão Preto;1608;2583;287;19;635;1;5133
354360 Rifaina;13;124;4;-;26;-;167
354370 Rincão;12;70;5;-;20;-;107
354380 Rinópolis;16;222;13;1;100;-;352
354390 Rio Claro;6615;12516;749;40;2000;3;21923
354400 Rio das Pedras;17;341;1;-;18;-;377
354420 Riolândia;8;128;5;-;44;-;185
354425 Rosana;33;288;23;-;210;1;555
354430 Roseira;9;40;1;-;7;-;57
354440 Rubiácea;5;82;4;1;31;-;123
354450 Rubinéia;4;43;2;-;2;-;51
354460 Sabino;4;79;2;-;25;-;110
354470 Sagres;1;10;1;-;30;-;42
354480 Sales;9;340;-;-;31;-;380
354490 Sales Oliveira;3;11;1;-;1;-;16
354500 Salesópolis;2;10;-;1;1;-;14
354510 Salmourão;5;49;1;-;36;-;91
354515 Saltinho;7;28;-;-;2;-;37
354520 Salto;564;687;42;2;141;-;1436
354530 Salto de Pirapora;207;1311;67;6;262;-;1853
354540 Salto Grande;6;46;2;-;11;-;65
354550 Sandovalina;2;13;3;-;5;-;23
354560 Santa Adélia;11;279;14;-;35;-;339
354570 Santa Albertina;225;10;1;-;-;-;236
354580 Santa Bárbara d'Oeste;2003;183;15;-;30;1;2232
354600 Santa Branca;8;16;1;-;-;-;25
354610 Santa Clara d'Oeste;-;12;2;1;11;-;26
354620 Santa Cruz da Conceição;1;19;-;-;1;-;21
354625 Santa Cruz da Esperança;1;11;-;-;6;-;18
354630 Santa Cruz das Palmeiras;12;643;45;-;177;-;877
354640 Santa Cruz do Rio Pardo;64;530;19;3;56;-;672
354650 Santa Ernestina;36;96;10;-;45;-;187
354660 Santa Fé do Sul;20;418;13;4;62;-;517
354670 Santa Gertrudes;36;137;11;-;21;1;206
354680 Santa Isabel;132;70;1;-;6;-;209
354690 Santa Lúcia;1;76;6;-;10;-;93
354700 Santa Maria da Serra;5;11;-;-;3;-;19
354710 Santa Mercedes;67;14;-;-;2;-;83
354740 Santa Rita d'Oeste;10;145;2;1;5;-;163
354750 Santa Rita do Passa Quatro;67;617;15;1;40;1;741
354760 Santa Rosa de Viterbo;18;47;4;-;13;-;82
354765 Santa Salete;-;4;-;-;1;-;5
354720 Santana da Ponte Pensa;-;17;-;-;-;-;17
354730 Santana de Parnaíba;145;372;58;4;278;-;857
354770 Santo Anastácio;1;109;5;2;42;-;159
354780 Santo André;757;537;34;4;135;-;1467
354790 Santo Antônio da Alegria;1;7;-;-;1;-;9
354800 Santo Antônio de Posse;403;2754;5;1;30;-;3193
354805 Santo Antônio do Aracanguá;4;36;6;-;23;-;69
354810 Santo Antônio do Jardim;-;58;-;-;6;-;64
354820 Santo Antônio do Pinhal;1;-;-;-;-;-;1
354830 Santo Expedito;3;2;-;-;-;-;5
354840 Santópolis do Aguapeí;-;13;-;1;7;-;21
354850 Santos;1832;1114;98;17;675;4;3740
354860 São Bento do Sapucaí;1;7;-;-;2;-;10
354870 São Bernardo do Campo;854;1465;129;16;414;4;2882
354880 São Caetano do Sul;126;193;11;2;42;-;374
354890 São Carlos;1879;2042;258;36;663;8;4886
354900 São Francisco;-;14;1;-;5;1;21
354910 São João da Boa Vista;420;4560;220;9;319;3;5531
354920 São João das Duas Pontes;2;111;3;-;25;-;141
354925 São João de Iracema;-;1;-;-;1;-;2
354930 São João do Pau d'Alho;1;12;-;-;-;-;13
354940 São Joaquim da Barra;83;458;95;3;194;3;836
354950 São José da Bela Vista;33;4;1;-;-;-;38
354960 São José do Barreiro;13;54;2;-;6;-;75
354970 São José do Rio Pardo;133;779;42;-;66;-;1020
354980 São José do Rio Preto;1574;17962;829;121;2301;17;22804
354990 São José dos Campos;8803;4638;257;52;817;11;14578
354995 São Lourenço da Serra;1;7;-;1;1;1;11
355000 São Luís do Paraitinga;-;3;-;-;1;-;4
355010 São Manuel;18;268;13;1;36;-;336
355020 São Miguel Arcanjo;1;21;-;-;-;-;22
355030 São Paulo;11817;19053;2804;409;10387;122;44592
355040 São Pedro;71;219;12;-;54;-;356
355050 São Pedro do Turvo;156;50;12;1;15;-;234
355060 São Roque;385;98;4;3;30;-;520
355070 São Sebastião;4560;157;9;1;73;1;4801
355080 São Sebastião da Grama;-;12;1;-;1;-;14
355090 São Simão;146;138;2;-;2;-;288
355100 São Vicente;400;186;14;-;109;1;710
355110 Sarapuí;16;23;-;-;2;-;41
355120 Sarutaiá;-;2;-;-;1;-;3
355130 Sebastianópolis do Sul;2;7;2;-;-;-;11
355140 Serra Azul;53;109;3;-;11;1;177
355160 Serra Negra;32;84;3;1;13;-;133
355150 Serrana;47;197;29;-;123;-;396
355170 Sertãozinho;170;573;53;13;153;-;962
355180 Sete Barras;-;6;-;-;1;-;7
355190 Severínia;4;136;7;1;32;-;180
355200 Silveiras;2;4;-;-;1;-;7
355210 Socorro;15;456;11;-;21;-;503
355220 Sorocaba;24080;25919;1737;244;5438;56;57474
355230 Sud Mennucci;14;193;18;1;86;-;312
355240 Sumaré;5052;5455;705;92;2727;17;14048
355255 Suzanápolis;15;62;10;1;70;-;158
355250 Suzano;23;230;23;13;103;2;394
355260 Tabapuã;55;561;16;1;56;1;690
355270 Tabatinga;6;241;6;1;64;1;319
355280 Taboão da Serra;1921;422;70;4;311;2;2730
355290 Taciba;1;5;-;-;1;-;7
355300 Taguaí;-;18;1;-;1;-;20
355310 Taiaçu;2;71;1;1;7;-;82
355320 Taiúva;2;56;-;1;4;-;63
355330 Tambaú;48;1296;90;5;273;-;1712
355340 Tanabi;47;1496;42;3;197;1;1786
355350 Tapiraí;-;1;-;-;1;-;2
355360 Tapiratiba;18;206;21;-;13;-;258
355365 Taquaral;5;8;-;-;4;-;17
355370 Taquaritinga;8;399;23;1;70;-;501
355380 Taquarituba;2;33;2;-;8;-;45
355390 Tarabai;-;11;2;-;28;-;41
355395 Tarumã;6;197;15;-;89;-;307
355400 Tatuí;15;410;9;2;26;-;462
355410 Taubaté;401;1704;96;4;328;1;2534
355430 Teodoro Sampaio;15;61;6;-;32;-;114
355440 Terra Roxa;8;97;1;-;3;-;109
355450 Tietê;49;184;12;3;11;1;260
355460 Timburi;-;1;-;-;-;-;1
355465 Torre de Pedra;-;1;-;-;-;-;1
355470 Torrinha;-;25;-;-;1;-;26
355475 Trabiju;8;84;4;-;45;-;141
355480 Tremembé;119;155;9;1;20;-;304
355490 Três Fronteiras;19;145;3;1;3;-;171
355495 Tuiuti;2;10;-;-;-;-;12
355500 Tupã;857;1026;50;28;455;-;2416
355510 Tupi Paulista;18;584;17;10;58;-;687
355520 Turiúba;6;67;5;-;4;-;82
355530 Turmalina;6;33;-;-;1;-;40
355535 Ubarana;223;9;1;-;-;-;233
355540 Ubatuba;1331;472;25;8;513;3;2352
355550 Ubirajara;2;109;-;-;21;-;132
355560 Uchoa;6;298;16;2;70;-;392
355570 União Paulista;-;3;-;-;-;-;3
355580 Urânia;31;655;22;7;108;1;824
355590 Uru;2;18;-;-;5;-;25
355600 Urupês;2;32;-;-;4;-;38
355610 Valentim Gentil;4;111;1;-;7;-;123
355620 Valinhos;189;789;34;6;105;-;1123
355630 Valparaíso;23;231;29;5;125;-;413
355635 Vargem;-;3;-;-;-;-;3
355640 Vargem Grande do Sul;7;687;20;-;49;-;763
355645 Vargem Grande Paulista;19;45;9;1;16;-;90
355650 Várzea Paulista;1069;432;22;2;116;-;1641
355660 Vera Cruz;361;18;-;-;3;-;382
355670 Vinhedo;562;325;10;2;65;2;966
355680 Viradouro;4;175;2;2;7;-;190
355690 Vista Alegre do Alto;5;91;2;-;20;-;118
355695 Vitória Brasil;-;31;6;2;12;-;51
355700 Votorantim;875;623;30;2;65;-;1595
355710 Votuporanga;12;1150;29;3;141;-;1335
355715 Zacarias;19;145;-;1;1;-;166
410010 Abatiá;-;2;-;-;-;-;2
410140 Apucarana;-;1;-;-;-;-;1
410210 Astorga;1;-;-;-;-;-;1
410240 Bandeirantes;-;3;-;-;-;-;3
410250 Barbosa Ferraz;-;1;-;-;-;-;1
410360 Cambará;-;1;-;-;-;-;1
410430 Campo Mourão;-;1;-;-;-;-;1
410470 Carlópolis;-;1;-;-;-;-;1
410480 Cascavel;-;1;-;-;1;-;2
410490 Castro;-;1;-;-;-;-;1
410510 Centenário do Sul;-;1;-;-;-;-;1
410550 Cianorte;-;1;-;-;-;-;1
410590 Colorado;-;1;-;-;-;-;1
410670 Cruzeiro do Sul;-;1;-;-;-;-;1
410690 Curitiba;3;3;1;-;3;-;10
410830 Foz do Iguaçu;-;3;-;-;-;-;3
410880 Guaíra;-;1;-;-;-;-;1
410960 Guaratuba;-;1;-;-;-;-;1
411100 Itambaracá;-;1;-;-;-;-;1
411110 Itambé;1;-;-;-;-;-;1
411170 Jaboti;-;1;-;-;-;-;1
411180 Jacarezinho;-;1;-;-;-;-;1
411200 Jaguariaíva;-;1;-;-;-;-;1
411270 Jataizinho;-;1;-;-;-;-;1
411350 Loanda;-;1;-;-;-;-;1
411370 Londrina;2;9;-;-;1;-;12
411470 Maria Helena;-;1;-;-;-;-;1
411480 Marialva;-;1;-;-;-;-;1
411520 Maringá;2;5;1;1;-;-;9
411690 Nova Esperança;1;-;-;-;-;-;1
411840 Paranavaí;-;1;-;-;-;-;1
412000 Porecatu;-;1;-;-;-;-;1
412060 Prudentópolis;-;-;-;-;1;-;1
412180 Ribeirão Claro;-;1;-;-;-;-;1
412240 Rolândia;-;2;-;-;-;-;2
412310 Santa Amélia;-;1;-;-;-;-;1
412390 Santa Mariana;-;1;-;-;-;-;1
412410 Santo Antônio da Platina;1;-;1;-;-;-;2
412490 São João do Caiuá;-;2;-;-;1;-;3
412590 São Pedro do Paraná;-;1;-;-;-;-;1
412660 Siqueira Campos;1;-;-;-;-;-;1
412710 Telêmaco Borba;1;-;-;-;-;-;1
412730 Terra Rica;-;1;-;-;1;-;2
412740 Terra Roxa;1;1;-;-;-;-;2
412810 Umuarama;1;-;-;-;-;-;1
420200 Balneário Camboriú;-;3;-;-;-;-;3
420209 Barra Bonita;1;-;-;-;-;-;1
420320 Camboriú;-;3;-;-;-;-;3
420460 Criciúma;-;-;-;-;1;-;1
420540 Florianópolis;3;4;-;-;1;-;8
420820 Itajaí;-;-;-;-;3;-;3
420910 Joinville;-;1;-;-;-;-;1
431020 Ijuí;-;1;-;-;-;-;1
500020 Água Clara;-;4;-;-;-;-;4
500070 Anastácio;-;1;-;-;-;-;1
500100 Aparecida do Taboado;-;5;-;-;1;-;6
500110 Aquidauana;-;2;-;-;-;-;2
500190 Bataguassu;-;4;-;-;2;-;6
500220 Bonito;-;3;-;-;-;-;3
500230 Brasilândia;1;6;-;1;1;-;9
500240 Caarapó;-;1;-;-;-;-;1
500270 Campo Grande;-;12;2;2;6;-;22
500290 Cassilândia;-;3;-;-;-;-;3
500295 Chapadão do Sul;-;2;-;-;-;-;2
500320 Corumbá;-;1;-;-;-;-;1
500325 Costa Rica;1;2;-;-;-;-;3
500330 Coxim;-;1;-;-;-;-;1
500370 Dourados;1;7;-;-;2;-;10
500400 Glória de Dourados;-;2;-;-;-;-;2
500440 Inocência;-;1;-;-;-;-;1
500460 Itaquiraí;-;3;-;-;-;-;3
500500 Jardim;-;1;-;-;-;-;1
500540 Maracaju;-;-;1;-;1;-;2
500570 Naviraí;-;1;-;-;-;-;1
500600 Nova Alvorada do Sul;1;1;-;-;-;-;2
500620 Nova Andradina;1;-;-;-;1;-;2
500630 Paranaíba;-;1;-;-;-;-;1
500660 Ponta Porã;-;3;-;-;-;-;3
500690 Porto Murtinho;-;1;-;-;-;-;1
500710 Ribas do Rio Pardo;1;2;-;-;-;-;3
500755 Santa Rita do Pardo;-;-;-;-;1;-;1
500780 Selvíria;-;2;-;-;-;-;2
500770 Sete Quedas;-;1;-;-;-;-;1
500830 Três Lagoas;1;12;2;-;5;-;20
510190 Brasnorte;-;-;1;-;-;-;1
510260 Campinápolis;-;1;-;-;-;-;1
510340 Cuiabá;2;8;-;-;-;-;10
510480 Jaciara;-;-;-;-;1;-;1
510562 Mirassol d'Oeste;-;1;-;-;-;-;1
510625 Nova Xavantina;-;1;-;-;-;-;1
510637 Pedra Preta;-;1;-;-;1;-;2
510682 Porto Esperidião;-;1;-;-;-;-;1
510706 Querência;-;1;-;-;-;-;1
510760 Rondonópolis;-;1;-;-;1;-;2
510777 Santa Terezinha;-;1;-;-;-;-;1
510790 Sinop;1;-;-;-;-;-;1
520110 Anápolis;1;1;-;-;-;-;2
520350 Bom Jesus de Goiás;-;1;-;-;-;-;1
520450 Caldas Novas;4;9;-;-;2;-;15
520510 Catalão;-;1;-;-;-;-;1
520547 Chapadão do Céu;1;-;-;-;-;-;1
520725 Doverlândia;-;1;-;-;-;-;1
520800 Formosa;-;-;1;-;-;-;1
520860 Goianésia;-;2;-;-;-;-;2
520870 Goiânia;3;20;2;-;2;-;27
520890 Goiás;-;3;1;-;-;-;4
521150 Itumbiara;-;1;-;-;-;-;1
521190 Jataí;-;1;-;-;-;-;1
521380 Morrinhos;1;-;-;-;-;-;1
521405 Mundo Novo;-;1;-;-;-;-;1
521570 Palmeiras de Goiás;-;1;-;-;-;-;1
521630 Paranaiguara;-;1;-;-;-;-;1
521730 Pirenópolis;1;-;-;-;1;-;2
521810 Portelândia;-;1;-;-;-;-;1
521850 Quirinópolis;-;2;-;-;-;-;2
521880 Rio Verde;-;1;-;-;-;-;1
521890 Rubiataba;-;1;-;-;-;-;1
521971 Santo Antônio da Barra;1;-;-;-;-;-;1
522045 Senador Canedo;1;-;-;-;-;-;1
522140 Trindade;1;3;-;-;1;-;5
522205 Vicentinópolis;-;1;-;-;-;-;1
530010 Brasília;2;4;-;-;-;-;6
000000 Ignorado ou exterior;45178;31002;2433;385;10557;93;89648
000000 Total;283888;347333;24365;3528;90141;705;749960
